gene,BB9,BB10,BB17,BB19,BB20,BB21,BB11,BB12,BB18,,
purK,62.8718,65.3302,63.1724,40.6687,44.9534,63311,80603,85.8569,98816,1068,67287
purL,91.3987,96.5637,104395,95.9445,83.5433,61.7588,283003,108.34,248292,3888,130.36
purM,88.7331,99.2402,103304,71.4568,77.2571,59.6939,139944,95.8231,221569,1038,106336
purN,99.9954,105042,131206,76.0764,73482,55797,110318,77.7561,118,639,94.1859
purP,95.6946,87.5897,85.3857,95.2634,90.5595,74.6818,120156,115696,135331,1338,100.04
purR,53.9701,48.8739,42.7868,44.9386,54.3354,49.0334,47.5475,49.9834,41.2235,1026,48.0769
purT,53.4158,55.0479,68.3647,51.2923,43.5552,54.1208,114107,69.7775,136.16,1179,71.7602
purU,143.52,182954,281718,301411,281837,179854,122102,66.1887,116054,843,186182
putA,139184,138842,239206,133079,145464,93.7238,122908,65973,100417,3963,130977
putP,58.2331,63.1377,71.5368,45.0571,65.2634,54.0609,94.1526,56.9397,61.5198,1509,63.3223
puuA,45.2457,44.9297,37.7834,109721,108.07,88.1454,118023,62.6502,182552,1419,88569
puuB,45.7638,41214,21.7696,83.9836,99.9432,83.2292,62.1622,49.7183,97.6808,1281,65.0516
puuC,45.6202,40.5355,28.8977,193437,185907,165867,130576,76.9979,191886,1488,117747
puuD,48.8969,47.5695,50.7996,140631,132413,138765,164902,83.4143,140604,765,105333
puuE,48.7278,48.6621,42.3497,101077,108629,93.8764,79.5834,54.8433,76.3167,1266,72.6739
puuP,43.2702,50.0826,45.5629,58698,50.7537,59.1082,50.74,46.1512,66.4919,1386,52.3176
puuR,49.4528,49.6824,57.7147,79.6352,70.5967,72.9951,63.6918,63.2878,76.2823,558,64.8154
pykA,353226,390096,696844,345107,324789,180156,246932,105681,190.66,1443,314832
pykF,320278,339874,514407,260.69,263606,155399,76643,57.4179,98.1189,1413,231826
pyrB,435737,494558,832107,2360.71,2300.1,979055,2154.09,605998,3908.19,936,1563.39
pyrC,283297,349076,528232,334906,263036,174236,119367,70421,149326,1047,252433
pyrD,254991,265709,454.86,157.14,141942,103.06,75.5299,61.9938,109065,1011,180477
pyrE,95.2298,95.1788,70.3406,66.8738,59.9901,97.5928,86.1709,141679,113.87,642,91.8807
pyrF,86.4983,102891,147491,71.3037,74.8246,65.3541,40.0932,49641,49.0711,738,76352
pyrG,358982,430073,770296,303003,301584,216542,131309,110216,135954,1638,306.44
pyrH,128049,129456,201971,164293,153818,95.2014,84.1672,73.7677,83.5713,726,123811
pyrI,89.5931,87.2956,89.1787,146444,171674,156345,252.37,127287,326707,462,160766
pyrL,165341,253641,257212,426917,377777,264.96,1557.2,491789,891849,135,520743
qmcA,69.7382,86.3835,66.6352,84801,72222,81.9517,66.8375,81.6882,74.6299,918,76.0986
qorA,84.6287,65.8111,69.1137,174524,186227,139425,121131,93.1237,97.0894,984,114564
qorB,59.8259,61.4015,64.1509,62.4756,59.4375,69.4192,80.6082,95.4063,100758,861,72.6092
qseB,83.7132,76.6279,64.0607,64.0375,62.6174,88.1129,100839,103571,109127,660,83634
qseC,82943,85.1662,68.7676,64.3469,70.8657,76.0693,88.5396,115.19,103398,1350,83.9208
queA,80.3879,87.0858,79.6263,67.5393,77.3397,81.2334,68.8724,83896,88.3194,1071,79.3667
queC,81.4977,84.1919,73.4136,48.7242,57.1045,68.8005,55.0375,77168,55.3328,696,66.8079
queD,69.0286,86.5102,105688,69.3778,77.3599,78.8155,58.6288,89.7758,59.0726,366,77.1397
queE,80302,70.1427,100935,63.1426,63.8545,94.4379,92.3027,100899,68.5697,672,81.6206
queF,122065,126817,150459,125.93,109991,135093,129039,114587,111254,849,125026
queG,100912,107076,117892,228894,219.21,160427,142348,114025,141529,1140,148035
quuD,69.3061,78.3509,44.0417,54.3797,47.6292,94953,74.2164,86.3672,68.2681,384,68.6125
quuQ,42.3469,48.0422,35.1229,43.2611,47.6438,48.4223,50.2034,65.6987,36.0702,753,46.3124
racC,42.2141,43.3444,35.2008,19.9739,49.0628,39.2981,66.51,49.0666,43.0845,276,43.0839
racR,154525,167299,226308,296986,301214,198599,217723,110602,171956,477,205024
radA,69.3913,68.5273,59.1912,64.5026,72.8624,75005,85.8815,85.2862,78.9472,1383,73.2883
raiA,792339,805372,1283.08,3154.49,2870.86,1737.87,3869.48,640476,1305.45,342,1828.83
ralR,39.6231,51063,28.6019,39.4077,28.8593,43.1958,37397,38.4248,47.1218,195,39.2994
rapA,64.5068,62.69,92.9592,81.6021,76.2853,90.1416,70.1534,74.0402,97.1048,2907,78.8315
rarA,59.8615,61.2949,59.8378,80.2955,77.0703,68.2529,69227,52.4601,57.2085,1344,65.0565
rarD,60.7709,53.5455,55.7313,55.1223,57.6336,59.0527,69.0511,92.3663,64.0003,891,63.0305
ratA,52.9653,42.5005,39604,27.6673,39.0803,32.6564,41.4711,46.8029,60.3405,477,42.5654
ratB,45.3063,45.5412,55.0256,32.1479,39.8861,40.4446,31.1088,44.4269,24.1467,291,39.7816
ravA,81844,61.9689,79.0809,134469,118181,94.4207,102298,95161,81.9618,1497,94.3762
rayT,66.1238,63.0044,81.6482,54343,91.8153,43.5594,79.9496,67.8297,56.1679,498,67.1601
rbbA,117264,112.27,115.34,121.2,120776,116525,125854,136482,147.97,2736,123742
rbfA,108152,120639,201398,146276,156176,117395,149501,83.4167,113279,402,132915
rbn,53.3724,66.1728,62.1276,66.2394,57.4711,66.4915,52.4108,56031,52.9916,918,59.2565
rbsA,144.02,155257,302367,195784,170.84,118604,238383,126259,153164,1506,178298
rbsB,418996,449187,714612,710215,535282,349913,596624,198794,403414,891,486338
rbsC,152923,167,277695,270123,268344,186218,205.3,114219,165344,966,200796
rbsD,1211.98,1356.12,3204.63,3184.77,2503.93,1453.31,5568.5,1139.57,2261.15,420,2431.55
rbsK,107609,80.8013,141998,89.0957,100979,82135,100315,88.9221,76.8635,930,96.5242
rbsR,100844,92.7,112334,90.1723,106969,87.0333,117754,82.4456,83.2817,993,97.0593
rcbA,43.2171,38.5465,18.8483,22.2739,39.3595,42.8576,33.9275,53.5203,46.3298,210,37.6534
rcdA,54.8125,48.8239,42.5498,32.6643,46.1759,26.2143,51.9783,45.0618,48.0625,537,44.0381
rclA,77.8312,72.6076,47.7603,72.1886,79.1775,78.5773,79.9648,95.7378,67.7681,1326,74.6237
rclB,69.0837,58.9403,74.3953,54.9799,32.6494,61.3444,78162,73.9851,59297,237,62.5375
rclC,71.9547,76459,57.5486,44.9978,45.8898,68.3769,55.5983,86.3866,67.7918,594,63.8893
rclR,73.1555,68.2838,67.7575,70.7294,72.1958,75.4395,71.2722,86.4862,67.1692,855,72.4988
rcnA,51.9561,59.5657,62.8067,47.7877,51.1597,50.63,60.1478,61.6028,55198,825,55.6505
rcnB,81.9429,70.7899,84385,82788,74.1835,65011,55.6333,57.3404,49.8262,339,69.1
rcnR,53.4598,51.4304,36.2466,30596,36.7183,62.1309,69.0831,67.2659,55.4374,273,51.3743
rcsA,47.8583,40.18,45.8438,29.7164,46.22,48.0775,45.9403,51279,41.3615,624,44053
rcsB,259415,248247,421.46,461132,514888,288022,287643,108258,217949,651,311.89
rcsC,57.9004,59.8468,57.1941,61.3119,59.2993,68.1384,53.8512,66.19,65.2885,2850,61.0023
rcsD,167103,177761,276031,271737,272.51,192785,145565,92.9867,150143,2673,194069
rcsF,357.33,450152,835162,567.16,462451,327924,208621,96.9019,222212,405,391.99
rdgB,111907,125904,154473,98.7139,102438,88.9676,95.1098,91.2979,118522,594,109704
rdgC,145101,168562,265138,133.9,177.79,122345,102019,99.2297,112311,912,147377
rdlA,0,0,0,9.97339,0,5.16654,0,0.458334,4.03369,67,2.18133
rdlB,2.78734,6.51228,0,0,0,0,8.89009,0.465278,0,66,2.07278
rdlC,32.4643,44.2452,18.5207,54047,38793,37.3308,46.8411,46.9657,39.7437,68,39.8835
rdlD,39.9519,51.0129,57.2457,58.2159,23.9811,50.6999,29.2103,86.5417,71.6591,66,52.0576
recA,109536,114805,142983,2375.57,2044.1,1235.02,964334,299045,829094,1062,901.61
recB,0,0,0,0,0,0,0,0,0,3543,0
recB,93341,92.4605,100088,84.9181,85573,94.8686,91.8173,100688,101795,3543,93.95
recC,0,0,0,0,0,0,0,0,0,3369,0
recC,93.5021,94.7268,88.3822,87.9155,91.0889,94.8706,91.8322,103555,98.3483,3369,93.8024
recD,0,0,0,0,0,0,0,0,0,1827,0
recD,70.8873,73.0075,64.6985,63.8226,64.5884,81.6607,76.9849,99.3021,94.7454,1827,76633
recE,0,0,0,0,0,0,0,0,0,2601,0
recE,53.8479,55248,43.7856,35.0037,38.4718,50.4841,41991,56765,56.2127,2601,47.9789
recF,93.4097,94.6464,80.2415,107014,104796,92.9319,121049,122376,127076,1074,104838
recG,163583,166.77,208605,164647,150775,122258,155322,138807,167386,2082,159795
recJ,0,0,0,0,0,0,0,0,0,1734,0
recJ,80.9133,78.6995,84.9772,64.4518,77.6874,71.1347,86.1895,94.0023,92.9691,1734,81225
recN,78.9579,78.3159,125248,4023.38,4030,1999.26,1493.64,395292,1361.29,1662,1509.49
recO,65.6956,55.5197,65.8948,57518,68.9937,50333,48.5218,43.6825,45.9697,729,55.7921
recQ,73.6529,61.6923,66.7554,74.1247,59.9659,69.4838,91.4242,89222,74.9484,1830,73.4744
recR,158.06,166439,233058,148.86,147712,129666,129189,79.4059,155197,606,149732
recT,51934,46.2533,57.5284,36.5045,36.6921,54.4166,48.1194,54.1377,41.7064,810,47.4769
recX,60.8319,79.2133,58.1761,199398,230.27,146478,209.97,95.4962,162.91,501,138083
relA,115948,127.95,154719,193439,190497,144968,127738,110811,125395,2235,143496
relB,56.9779,59.6959,77.2136,67.5178,53.4912,58.1738,48.8955,46.9582,60.8079,240,58.8591
relE,64.5154,73625,81.2117,83.5272,90.3733,73.7188,55.8806,64.4022,65.6875,288,72.5491
rem,52.8046,49.1781,30.6998,27.1795,39.0803,59.0666,38.5842,55.0801,63.2745,252,46.1053
rep,79.3055,64.4433,99.1224,74.4392,59.9251,56.6658,88.6295,89.8622,79.5267,2022,76.88
rfaH,59.0643,50.8331,73217,102829,128749,87.3063,95.9911,79.0002,73.2292,489,83.3577
rfbA,146.49,148793,184403,168191,159113,111.2,95035,61.9738,85.1831,882,128931
rfbB,716378,807182,1214.68,744976,731785,395988,209398,117433,196223,1086,570449
rfbC,181217,237.5,314.69,223937,196662,132549,97.1901,78.1467,85.2424,558,171904
rfbD,1470.9,1802.66,3565.52,1731.8,1831.11,974883,628656,212468,491117,900,1412.12
rffG,96.1737,91.4891,130051,103549,100.61,73.8989,103363,92.0963,103371,1068,99.4002
rffH,61.5301,55635,47.3246,67.2384,40.8748,47.7504,62.3429,85.6492,92.8435,882,62.3543
rhaA,42.4384,33.4866,27844,37.5209,33.0787,38.0041,54417,81.1334,65.8484,1260,45.9746
rhaB,50.1835,33381,39.1652,43866,37565,59.1844,60.8984,86.1923,58.4638,1470,52.1
rhaD,47.2733,41.9391,33.8022,49.8126,43.4858,56.5042,83.8208,88.9239,73.5427,825,57.6783
rhaM,37.3769,38.4328,34.8407,26.5166,26.7979,34.7989,52.1552,74.8699,57.9123,315,42.6335
rhaR,49.2595,37.8848,40.2637,52.9301,29.2067,59.12,81.7475,86.1208,81491,849,57.5582
rhaS,55.9733,43.2207,32.4578,44.5079,34.8782,58.7269,81.8179,98.1787,78.4618,837,58.6915
rhaT,51.2494,42.3582,39112,52.9409,38.0609,55965,57.1763,75955,69588,1035,53.6006
rhlB,428.04,520232,833635,741716,769568,382706,598796,190508,461.85,1266,547.45
rhlE,50.8093,52.48,42.4415,48.9537,29.7612,38.5465,41327,46.0513,44.2509,1365,43.8468
rhmA,41.72,42.4999,37818,43.8414,44.8403,59.1281,45.0381,53.6632,63.0264,804,47.9528
rhmD,43.0166,41.4011,28.7924,47.9277,34.9973,48508,45.2466,53.8033,46.3874,1206,43.3423
rhmR,49.4958,43.6398,36.3047,40.3235,44.9199,51.8721,47.8517,59.2205,48.8396,783,46.9408
rhmT,44.2561,40.8709,29.5674,40.0153,32.8548,46.9594,46.1339,61131,44.4144,1290,42.9115
rho,655.8,783779,1380.78,1182.9,1245.83,640942,590671,216933,488286,1260,798435
rhsA,168.33,166161,114677,122.24,126217,156.36,174353,231197,212074,4134,163512
rhsB,29.9949,31.0994,20.1746,23.3072,18.6407,29.0099,29.8597,40814,34.1331,4236,28.5593
rhsC,33.9213,34.0412,27.4978,29.1967,27.5911,30.5935,28.5998,40.0073,36.2792,4194,31.9697
rhsD,64.7163,68.0375,53.4156,54.5922,60.8388,79754,63732,77.2766,83.3309,4281,67.2993
rhtA,56902,57.2758,58.3509,52.8629,45.1536,45.7386,63.9039,54.5004,40.4777,888,52.7962
rhtB,64.9751,56293,66.9249,48.9596,40.2131,55.5562,87.8701,87.7735,73.5483,621,64.6793
rhtC,48.9782,41.1816,55.3362,63486,45.0273,49.4246,59255,75.5594,76.5947,621,57.2048
ribA,132708,174.3,228928,249592,319883,181181,117009,65.8333,121867,591,176811
ribB,683819,620.29,848957,113924,146013,121208,186.61,132647,209098,654,340285
ribC,330487,368999,517326,640895,604558,349393,311.39,92.6512,218269,642,381552
ribD,128642,140.48,196701,144054,141295,129496,109028,87.6746,118605,1104,132886
ribE,183574,202434,228809,197912,183702,156543,142015,96.6889,144022,471,170633
ribF,99859,78.5553,100.08,86.1873,98.3854,91.9903,98.3249,88.7022,98.6927,942,93.4197
ridA,168278,185104,318454,305187,264928,222424,302795,136482,245466,387,238791
rihA,350.24,378687,629319,339.82,306.63,206.61,276,114303,198073,936,311076
rihB,43.3547,55.1332,42.0184,43.9803,42.3785,59.7753,52.5882,64.0898,39018,942,49.1485
rihC,121035,135989,197022,144963,134539,112612,172222,91.1854,104411,915,134886
rimI,71.7476,80.4493,72.8515,84.0878,90.0946,80.0216,96.1971,100781,100062,447,86.2547
rimJ,228829,260091,352449,277282,253722,213612,188131,94.1723,140.21,585,223166
rimK,64.6491,66.7167,63.3588,46.0648,48.1039,59.6736,44.6487,50.9425,49.0833,903,54.8046
rimL,65.5232,85.9622,85.9594,140.14,183352,138677,87.2357,78.0788,77.0734,540,104667
rimM,236127,232782,379493,243126,208856,179489,111914,63.0388,107315,549,195793
rimO,93.8784,105616,155899,78.2359,76.6576,76837,46.9043,59.6798,62.0613,1326,83.9744
rimP,255.98,267722,476994,441422,425872,274328,208904,106632,176.89,453,292749
rlmA,116738,134.78,229003,121269,118109,96.4399,81.0268,65.2458,84.08,810,116299
rlmB,93.4902,95.5135,102247,103154,98.5017,128154,126533,108402,130883,732,109653
rlmC,66.0511,69.6029,60.4502,50.0571,44.2772,49.9187,55.1375,55.9175,52.4702,1128,55.9869
rlmD,128248,138208,217639,170647,166542,125046,133135,111347,117278,1302,145343
rlmE,270496,301891,425228,715947,655991,400371,485229,168116,313155,630,415158
rlmF,72.2364,74.4944,99.1765,47.5754,42.8745,58.8755,45.2108,53897,42419,927,59.6399
rlmG,95.7845,98.2227,83.3907,71.8466,68.5195,74.5899,92.5936,113516,109814,1137,89.8086
rlmH,72.1969,90.7684,58.0495,54257,52.6082,39.4482,41194,56.1674,58.9022,468,58.1769
rlmI,111419,123602,158766,85.9818,78.2591,58.1289,59.4699,47.7771,61.3808,1191,87.1983
rlmJ,127.59,130354,152384,128016,121622,118397,136.52,135729,147952,843,133174
rlmL,122381,141538,170105,147727,133251,91.0942,69.8308,50.5399,71.3125,2109,110864
rlmM,105.21,105598,144782,118804,104143,109307,99.1994,103784,101991,1101,110313
rlmN,116644,121128,174307,111948,97.1426,93.8073,92.5295,66.9735,73.5895,1155,105341
rlpA,84.5212,93869,113996,89.7399,90.4338,69.0832,59806,65.3645,68.7431,1089,81.7285
rluA,45.9911,53.8349,47.7048,61.0002,46097,59.2664,68.5807,62.4868,61.0126,660,56.2194
rluB,67.2017,73.3524,88.1091,49.9637,58.6205,54.4,47.7473,40.1733,49.2078,876,58.7529
rluC,45.3524,54.1741,54.1619,37.7612,43.9654,49.64,36.9336,43.9833,34.2044,960,44464
rluD,67.2599,70.6128,98.8524,107112,114014,77.3945,55.4533,40.3184,65.9802,981,77.4442
rluE,91.7948,100552,127646,138701,118317,100742,60.2382,49.2085,78.9283,654,96.2364
rluF,90.3316,87.0617,101189,59.1292,59.4263,82.0787,75.7556,81.4668,69.3444,873,78.4204
rmf,47.4512,60.9751,27844,181.97,122475,112639,257.45,102544,198671,168,123558
rmuC,75.5354,65.2141,82.7761,417987,364161,248952,821.89,193906,281518,1428,283549
rna,147947,162,232753,206386,212036,121534,86.4175,86.8358,95444,807,150.15
rnb,190556,223975,363921,157126,161774,99.1067,85.1204,49.0381,83.1024,1935,157.08
rnc,111207,114132,165.12,180792,140483,102001,84.1901,59.9286,50.9957,681,112094
rnd,59.2557,53.3453,57.7387,41.4674,40.8473,49.4073,44.7342,45872,44.6835,1128,48.5946
rne,151783,158672,227407,231.81,216432,144432,100396,60.0962,115025,3186,156228
rng,62.0307,56.0898,64133,68.1855,60.6543,63.58,72.3596,72.3422,82.3641,1470,66.8599
rnhA,61.3215,61.0735,98.0307,69249,52.6082,49.3102,60.3582,51115,53705,468,61.8635
rnhB,70.1551,67.5554,78.0536,91.5021,97.5045,69966,75.6774,46.6541,56.8129,597,72.6535
rnk,88.7745,115732,218875,115434,103977,96.2953,98.0969,73.6702,93.7023,411,111617
rnlA,77.9937,78.0383,97.1609,145.9,147.37,110766,88.6596,60.0443,69.9549,1074,97.3209
rnlB,97.2573,78375,161537,422576,426417,281331,164036,68681,143483,372,204855
rnpA,768904,913945,1535.78,800005,724452,393594,447976,212655,534884,360,703577
rnpB,3080.23,3595.63,7443.81,13371.9,11709,7223.1,11348.5,3308.03,7568.64,377,7627.65
rnr,181479,176242,255506,295731,297279,178513,225891,128769,245.19,2442,220511
rnt,81.1942,96.2873,127.44,94097,99872,64.6375,62.2189,61085,85081,648,85.7681
rob,201515,206507,288485,270935,283198,171885,161765,99.3609,150971,870,203847
rodZ,343195,415682,697836,441.03,407742,267982,255678,102846,245071,1014,353007
rof,54.8287,35958,34.5719,83.1996,82.0687,61.0867,60.1538,51301,51.4019,255,57.1745
roxA,72.5802,71.7628,93.6457,85.6116,93.5734,70.6508,51.2487,46.5552,53.7142,1122,71.0381
rpe,178447,164824,223434,199332,222.81,149083,120415,123649,159245,678,171249
rpiA,303263,345802,472414,445731,398619,247206,305438,160474,237499,660,324.05
rpiB,74.8123,75.7741,57.5728,51.9725,49632,63.8469,89.2226,100996,109905,450,74.8593
rplA,431338,493724,665558,573435,528333,298203,260023,95.3048,234606,705,397836
rplB,8332.64,7854.77,10289.7,8574.85,10311.2,3842.69,2644.74,564854,2381.35,822,6088.54
rplC,2234.34,1848.19,2450.56,2140.42,2376.64,1073.64,614.42,197167,732912,630,1518.7
rplD,4010.29,4412.65,6275.65,5524.1,5650.49,2341.61,1471.84,337.64,1266.55,606,3476.76
rplE,1047.12,1042.29,1846.13,1375.72,1569.08,737615,784.19,232417,692659,540,1036.36
rplF,1433.71,1590.06,1839.92,1365.53,1384.5,612151,533377,176602,428666,534,1040.5
rplI,156847,176222,188311,180419,174298,151027,136162,120718,123417,450,156.38
rplJ,4490.88,5727.21,10509.5,4512.48,4056.82,2290.34,2147.7,565.33,2077.4,498,4041.96
rplK,649236,720192,1109.27,940.8,904314,387578,378073,126126,309945,429,613948
rplL,6440.77,8460.97,17951.7,6687.2,6960.46,3799.86,5090.4,1029.48,3485.28,366,6656.24
rplM,378078,428809,621944,554511,466504,327061,284678,158266,247263,429,385235
rplN,10664,10271.7,20655.9,13171.2,11510.4,6745.74,6720.76,1507.93,5181.02,372,9603.2
rplO,573321,656573,1022,812614,652911,393639,356094,118739,295419,435,542368
rplP,756896,933523,1473.9,1241.73,1127.48,645151,649968,213091,524404,411,840683
rplQ,219416,291018,473683,323668,279821,155651,352964,124513,211.49,384,270247
rplR,1155.58,1308.66,1762.56,1179.76,1354.73,546942,607109,154062,406913,354,941813
rplS,70.8369,100042,82.7196,80.1669,57.1045,71.2873,68.6464,57.7105,51644,348,71.1287
rplT,57.5426,65.2141,44.8528,52.4092,63.5466,55.2689,67.1506,62621,66.9965,357,59.5114
rplU,1433.59,1691.46,3065.48,2147.61,1967.73,1201.57,1370.15,409543,1103.98,312,1599.01
rplV,1342.44,1834.33,2778.15,2358.33,2770.48,1410.62,1847.33,512913,1119.17,333,1774.86
rplW,6716.63,6617.15,10280.7,8477.87,8372.87,3639.04,2956.41,465186,2277.12,303,5533.66
rplX,967712,1008.58,1762.03,1180.52,1372.28,629311,558007,201.31,506625,315,909596
rplY,314569,421265,713979,364589,270888,237655,207934,98.2667,177327,285,311.83
rpmA,109571,105231,156903,121.73,62.0287,86.7631,92.5928,109741,84.3245,258,103209
rpmB,509202,575801,834.29,882498,693.8,603.22,520255,248647,404816,237,585837
rpmC,267004,269378,586598,395014,356303,185699,207369,82.0489,173134,192,280283
rpmD,364182,401157,429797,532718,385918,262824,168573,90.9308,215455,180,316839
rpmE,3172.02,4125.24,7020.07,4019.5,3466.87,2352.14,3243.43,945.76,1520.67,213,3318.41
rpmF,422907,503504,893372,383073,330498,204.91,239419,101479,184055,174,362.58
rpmG,483637,424694,633987,785553,650.06,430637,1029.3,308.18,437559,168,575956
rpmH,956.79,1138.54,1979.07,1004.7,911736,561381,672945,236084,632517,141,899306
rpmI,499554,600577,1254.86,962672,1090.7,487768,803918,131208,436779,198,696448
rpmJ,585961,669207,1176.37,1020.89,934922,474364,444179,146.98,344174,117,644116
rpoA,4606.92,5498.47,8924.52,5942.07,5663.45,3112.04,2850.84,842836,2297.6,990,4415.42
rpoB,502.2,551034,1044.3,768807,731163,381126,346.06,120958,278206,4029,524873
rpoC,459374,484419,853915,623329,619387,343262,302501,115011,246072,4224,449697
rpoD,364.6,431639,695535,569273,523193,338077,325136,152908,276786,1842,408572
rpoE,67.4963,72.8788,93.7058,106439,119684,70.3133,99.5372,63.2827,55.1306,576,83163
rpoH,297284,320473,465465,538091,568516,332393,380086,192116,308.03,855,378.05
rpoN,189738,216054,330095,443381,421381,272935,281332,133091,239726,1434,280859
rpoS,101956,104675,108166,179504,169309,132119,147383,113803,124106,993,131225
rpoZ,745.19,893622,1277.66,987.8,930919,603686,541495,279045,600735,276,762239
rppH,390.91,475544,674597,562196,493803,320082,245148,154641,265168,531,398.01
rprA,21.9832,39.8724,25.4597,4.72795,23227,37.0106,16606,29.5495,25496,106,24.8814
rpsA,1469.81,1869.87,3715.99,2230.49,2110.65,1102.3,867551,247428,611066,1674,1580.57
rpsB,597082,654583,1236.11,968961,863078,482205,381812,137426,319023,726,626698
rpsC,930567,999422,1624.36,1395.21,1570.73,757734,747343,251791,648887,702,991783
rpsD,1707.03,1723.28,2786.22,2118.44,2071.54,1094.77,765321,277859,947424,621,1499.1
rpsE,375838,373.1,535105,410344,385569,233.29,235663,109124,216635,504,319408
rpsF,1364.87,1501.26,2620.13,1741.84,1868.75,970874,1282.92,433872,991285,396,1419.53
rpsG,970924,1040.96,1757.5,1521.12,1492.22,750009,544059,211888,458937,540,971958
rpsH,1512.91,1472.99,2158.07,1346.64,1460.14,803591,745643,262154,713809,393,1163.99
rpsI,220165,261933,310388,270773,315924,163243,204113,101111,151977,393,222181
rpsJ,3817.66,4162.64,5745.75,4328.96,4586.49,2398.33,2394.27,687592,1773.13,312,3321.65
rpsK,744663,687697,1263.1,950496,891934,500598,365588,133778,466021,390,667097
rpsL,2202.67,2375.8,3814.68,2589.12,2644.02,1249.55,759305,264665,795277,375,1855.01
rpsM,830503,1001.49,1913.05,1360.77,1411.33,764392,898.08,229582,665423,357,1008.29
rpsN,875134,884905,1682.15,1072.21,1092.53,573159,468411,185454,523292,306,817.47
rpsO,504426,566183,911.57,874.87,914.48,541887,820823,229175,427907,270,643.48
rpsP,1283.81,1599.85,3219.69,1904.02,1603.94,789166,587419,167848,494929,249,1294.52
rpsQ,132022,150293,321025,214878,197.93,134843,233383,98628,135659,255,179851
rpsR,298.27,332726,489243,316524,314.7,258.1,198891,117177,164762,228,276.71
rpsS,17009.1,18060.3,25415.1,19487.3,21942.4,9086.95,9708.19,1457.82,5446.31,279,14179.3
rpsT,6879.39,7918.12,16432.9,9829,9014.24,4983.01,6592.64,1532.63,4127.57,264,7478.84
rpsU,685325,771073,1025.35,1028.62,915945,619131,746238,270688,536135,216,733167
rraA,128826,125435,215824,251269,272839,175691,272676,123781,260804,486,203016
rraB,194405,286369,380108,498759,451251,334813,327444,150302,241741,417,318355
rrfA,112423,118198,200905,318795,140689,202887,305946,132814,179045,120,190189
rrfB,0,0,0,0,0,0,0,0,0,120,0
rrfC,284123,361757,496266,928544,360516,550006,939492,369012,701543,120,554584
rrfD,0,0,0,0,0,0,0,0,0,120,0
rrfE,676.07,950956,1689.7,2198.16,999.48,1438.48,2735.35,1046.64,1948.1,120,1520.33
rrfF,119577,184.46,359.83,357775,322413,205772,352047,114.9,181298,120,244.23
rrfG,0,0,0,0,0,0,0,0,0,120,0
rrfH,0,0,0,0,0,0,0,0,0,120,0
rrlA,3315.73,4398.15,7947.17,6132.13,5369.92,3735.41,3197.69,804791,2758.21,2905,4184.35
rrlB,9283.31,13930.3,28537.6,17835.4,15360.9,9411.43,11449,2242.37,7543.52,2904,12843.8
rrlC,1823.83,2107.02,3624.51,2743.05,2488.34,1610.16,1273.91,365349,1461.24,2904,1944.16
rrlD,44323,54121,73.6636,55.7998,44.8132,35482,38.8797,11.4945,35.3177,2904,43.7661
rrlE,100147,122022,221436,160470,140097,90436.8,80656.9,19544.8,72217,2904,111892
rrlG,0,0,0,0,0,0,0,0,0,2904,0
rrlH,2125.98,2173.82,3783.36,3394.53,3171.93,1811.89,1303.06,323072,1322.16,2904,2156.64
rrrD,76.7135,68.1828,35.0437,61052,88.2839,114691,77.9298,72.9478,64.8509,498,73.2995
rrrQ,38.6992,43464,47.5057,30.0322,36.5555,48.1855,37.9862,55321,36.6922,534,41.6046
rrsA,1445.71,1751.48,2927.3,3612.47,3432.84,2095.73,1468.71,410.64,1540.57,1542,2076.16
rrsB,0,0,0,0,0,0,0,0,0,1542,0
rrsC,3744.47,4645.46,7408.61,9329.91,9662.01,6196.12,3895.82,1090.62,3963.77,1542,5548.53
rrsD,3739.42,4270.05,7514.32,9256.35,9064.97,5259.27,3320.54,879988,3481.36,1542,5198.47
rrsE,95670.7,117620,192821,255936,236424,157508,120898,34858.1,115113,1542,147428
rrsG,1175.05,1475.35,2294.33,2918.47,2880.62,1879.32,1104.18,308736,1102.24,1542,1682.03
rrsH,1758.36,2382.31,3459.34,4371.26,5095.19,2877.09,2388.13,535763,1934.57,1542,2755.78
rsd,79.5766,66.8294,91.2777,240.25,251441,159654,340907,109057,153259,477,165806
rseA,178313,175181,276644,356947,302287,192664,304382,98.3516,176435,651,229023
rseB,159872,172838,234999,183812,198832,94.5273,101951,62.0585,109148,957,146449
rseC,58.6387,58.8005,92.9561,79.3508,79.1377,51.6833,50.1179,41.5842,60.2448,480,63.6127
rseP,84572,83.5478,129651,103468,129069,86.8166,93.3614,79.9824,72.4082,1353,95.8751
rseX,13.4773,28.3392,5.93127,14.6861,3.86509,40.5753,27.6332,50.6182,50.4876,91,26.1792
rsfS,170273,194631,343423,192795,137703,132077,111761,74.6464,135978,318,165921
rsgA,143.2,168781,260.39,225277,187886,169189,173055,134499,160666,1053,180327
rsmA,201197,188674,290885,295495,284973,181782,156119,96.4212,173103,822,207628
rsmB,74.3939,61.1398,94.0022,96.4771,107562,57.7824,72.7097,63.3925,65155,1290,76.9572
rsmC,207138,253083,435667,224.52,250.16,177439,201105,125095,179124,1032,228148
rsmD,113501,124432,128984,137393,108404,112.1,101512,124839,149615,597,122309
