gene,BB9,BB10,BB17,BB19,BB20,BB21,BB11,BB12,BB18,,
hyfE,50.1122,47.4266,43.3897,39005,44.3031,64.8714,38.7559,64.9074,54.5911,651,49.7069
hyfF,49.9183,54.2814,51323,43.5335,40.4893,49.5554,53.0176,60.8146,60.5985,1581,51.5035
hyfG,53.6012,55.4872,41.9586,50.4769,62.0998,64.1264,52.5136,61.3615,59.5441,1668,55.6855
hyfH,47.9566,55.2351,47.7797,54155,44.7706,55791,49.7398,49.0434,64.0995,546,52.0634
hyfI,37.5685,46.7186,38.1638,34.7755,44.9501,45.7591,52.7883,44.5453,49.6718,759,43.8823
hyfJ,46.3614,34.7794,26.0747,34.7021,26.7615,55742,43.5301,54.2959,64.9531,414,43.0223
hyfR,50.2635,55.0875,36.8232,42.1578,45.1666,53.5373,54.7146,63.2626,55.8505,2013,50.7626
hyi,70792,91.7335,64.1396,132869,146891,110931,70.9834,87.4615,83.3032,777,95.4561
hypA,62.3698,50.2058,72.7862,44.2623,47.0968,73.6366,92.6566,77.3396,73.1466,351,65.9445
hypB,57.5987,61.1319,68.4213,63.9131,76.3477,61.3277,55.0164,74.3614,81.4177,873,66.6151
hypC,54.3583,43.5584,66562,27.5364,48.9578,62.5536,65.7057,57.7047,54.9424,273,53.5421
hypD,60.6657,59.7598,60.7735,62.5337,53.9183,66.9485,70.0748,79.2341,78.5239,1122,65.8258
hypE,49.5546,59.3771,44.1335,54.1977,49.0534,60.1468,65.0834,77.2417,60.2799,1011,57.6742
hypF,55.4425,56.7867,49.9099,47.3061,48.5512,63.2497,56.4758,74.8422,64.2356,2253,57.4222
hypT,109599,112166,120141,101295,110299,92.6124,123709,119803,137351,912,114108
hyuA,71.4091,77.9924,58.8034,50.0199,56.7172,76.1747,84.4861,107967,97.6904,1386,75.6955
iaaA,90.7127,96.9966,137637,167.4,151831,138917,198359,82.5883,151355,966,135088
iadA,98.7,90.6279,121017,77.6169,95352,91.3841,98.3269,108513,103.91,1173,98.3831
iap,68.1744,70.4619,59.7984,61.4786,71.4967,84.2607,65.4901,97.7165,73.1621,1038,72.4488
ibaG,240477,278956,419802,280389,262758,170.59,115377,112959,144137,255,225049
ibpA,230474,227.71,276826,749324,556895,322468,899555,249598,348919,414,429085
ibpB,96342,93.5097,41.5189,70.4821,70.9185,77.9998,116646,150464,125049,429,93.6589
ibsA,0,0,0,0,0,0,0,0,0,60,0
ibsB,0,0,0,0,0,0,0,0,0,57,0
ibsC,0,0,0,0,0,0,0,0,0,60,0
ibsD,0,0,0,0,0,0,0,0,0,60,0
ibsE,0,0,0,0,0,0,0,0,0,60,0
icd,446946,496178,795596,2187.86,2000.83,1228.29,953454,285433,859487,1251,1028.23
iclR,162558,168538,203.25,272754,281378,215527,157177,107349,158.06,825,191843
idi,127446,136094,194007,241301,265234,180.96,177108,117.52,137.59,549,175251
idnD,74.2157,69761,87.5169,67.6635,83.1593,82.5144,93.8111,99.9509,103441,1032,84.6705
idnK,60.5604,78.7478,49.4448,50.9457,47.0835,82.8569,98.3854,108949,87.6899,564,73.8515
idnO,71.3414,67.3277,55.9736,55.4664,67.8159,92.6104,71.0012,105051,98.9177,765,76.1672
idnR,89.5577,86.6219,101574,92808,99.9893,113769,102112,107495,96.3079,999,98.9149
idnT,65.7813,67.2936,66.5141,79.2243,63.6832,95.1934,89.9804,104153,108308,1320,82.2367
ihfA,53.1453,48.9507,88.1584,85.7546,75.0343,84.2318,49.4543,49.9523,57.6549,300,65.8152
ihfB,3159.03,3526.21,6629.08,8897.26,8757.9,6100.07,4512.5,1117.14,2517.66,285,5024.09
ileS,181483,171929,275206,241953,235606,139921,152288,93019,147697,2817,182122
ileT,1437.47,1545.27,2817.89,2466.76,2261.08,1150.86,1171.31,401203,779183,77,1559
ileU,0,0,0,0,0,0,0,0,0,77,0
ileV,0,0,0,0,0,0,0,0,0,77,0
ileX,46798,43.3581,66.2845,13.1885,34.7095,47.0653,50.7337,66.2654,55.1183,76,47.0579
ileY,34.6951,19.7939,4.73461,19.7828,6.9419,45.5471,38.6017,35153,40.8942,76,27.3494
ilvA,70.2915,54.8507,76.2747,92.0151,87.4185,72.9657,102918,86.6194,100844,1545,82.6886
ilvB,104526,97.8462,98.6391,123634,112764,117026,140892,145506,146649,1689,120831
ilvC,56.1699,48.3877,52.0486,75.0386,86.1436,57.0676,103583,78.9762,88.1632,1476,71731
ilvD,51.8798,33.7084,30812,44.5839,39.1437,45.7554,54.5673,77393,64.6807,1851,49.1694
ilvE,58.8819,53.3027,50.2989,58.5588,67.1299,63.8965,83.0097,81.3936,81949,930,66.4912
ilvH,51.7245,55.4735,35.4711,34.6332,33957,48.7811,64.3989,65661,53.5571,492,49.2953
ilvI,55.5626,50.7467,44.9527,42.1268,43.4302,62.3419,69.7292,76.0143,73.1653,1725,57.5633
ilvL,58.8439,52.0983,81.7796,116432,71.0552,61.7723,195582,138343,151508,99,103046
ilvM,105222,98.4983,119943,127822,123236,135054,159704,118064,115166,264,122523
ilvN,124.75,91.3286,83.4658,210684,197013,168916,162745,124838,138844,291,144732
ilvX,0,0,0,0,0,0,0,0,0,51,0
ilvY,69.5526,55.5292,70.4366,61.6644,58.4238,45.5607,73226,79.1066,78.5983,894,65.7887
inaA,66.4081,56.1197,69.0918,119838,120753,85.7862,80.3444,58.9166,77.2164,651,81.6082
infA,355329,476913,797706,328006,317193,271868,151184,87.0771,154873,219,326683
infB,365727,423004,640977,566597,567323,357036,325562,154633,289316,2673,410019
infC,433655,493003,693485,628223,608876,302808,362915,119836,295392,543,437577
insA,525677,526103,684.46,744481,656932,605776,565487,513475,637944,276,606704
insB1,454923,515517,559736,485253,510487,530913,384012,441433,516116,504,488.71
insC1,442989,438814,437007,439088,384397,430648,497429,501821,513563,366,453973
insD1,544922,596.09,652.54,496185,480222,486506,575459,589.56,553043,906,552725
insE1,331545,298719,300458,260048,253241,308081,262.08,326635,316651,300,295273
insF1,286804,290672,204609,245283,242.19,313818,262097,340059,310469,867,277333
insG,65.2897,66.0833,58.2118,61.0899,67751,83.9565,89.4341,109547,95373,1329,77.4152
insH1,2193.22,2365.16,3209.46,2300.98,2145.27,1401.42,1496,959719,1311.56,1017,1931.42
insI1,200945,204894,232547,185036,242.42,233276,218647,279067,221461,1152,224255
insJ,117357,104845,119599,75.8465,108482,101018,125.25,146247,111831,522,112275
insK,118109,114095,101994,68.4295,65.8449,94.8007,114024,166373,133384,852,108562
insL1,202807,213747,205132,181914,190872,235644,203715,234575,230799,1113,211023
insQ,69.6472,61.5975,55.5874,54.3763,55.8655,65.0741,57.1207,67.9379,67.0351,1149,61.5824
intA,50.1138,50.2369,49.1073,49.0941,52.2487,47.1949,49.0642,49.9938,50374,1242,49.7142
intD,95.1959,106653,123653,86541,102133,105969,119754,89.4341,77.8963,1164,100803
intE,42.1857,38.6754,26.4769,35.8397,40.3796,44.0881,474465,135574,357708,1128,132821
intF,180419,177375,255.04,261373,252809,189263,236625,130834,153069,1401,204.09
intR,58.7913,62.1301,62.3007,45.1425,44.8191,47.6107,54.0495,63.2055,41.5444,1236,53.2882
intS,75.4604,75.4705,74.7316,70.5437,82.3117,67.2587,58.1245,65.9779,42.9424,1158,68.0913
intZ,75.0669,75.7827,89.4367,68.3969,67.4936,65.7576,68.9841,78.4854,65.6084,1209,72.7791
iraD,66.6267,75463,61.8029,75.2382,114109,97.4762,156338,126584,133753,393,100821
iraM,48.2623,60.8014,67.1905,36.6076,38.5376,58.0491,216.02,97.1483,108854,324,81.2745
iraP,170338,188282,251605,376352,347.68,277634,396945,150365,149625,261,256536
iroK,2.78734,9.76843,16.3559,2.53113,7.99371,0,5.08005,7.44445,12.2844,66,7.13838
iscA,100.31,87.7751,172141,130962,133524,106127,117194,65.6818,120531,324,114916
iscR,144839,111335,192425,140066,141696,98.1607,111247,68.6385,97.5468,489,122884
iscS,223331,203585,315259,241851,277036,154893,145841,84.6186,151589,1215,199778
iscU,310252,335963,642488,524473,476235,302329,378168,125373,300635,387,377324
iscX,118067,116184,170069,109707,167987,104479,121353,62.6389,98.8254,201,118812
ispA,269.61,284232,418003,292.16,288413,190387,151716,101.44,181673,900,241959
ispB,414488,595264,1175.37,636766,654958,460832,361844,173509,406637,972,542185
ispD,191641,194453,271771,215.69,161021,139567,105749,92.2978,127907,711,166677
ispE,696921,616298,953423,505085,429333,221427,264646,86.7907,217919,852,443538
ispF,77.0352,83.8728,101202,93.62,71.8101,89.6645,72.2955,89.0542,89.5227,480,85.3419
ispG,75.8984,70.2268,75.4068,83154,79.2084,71.6651,70787,60.1818,73.5419,1119,73.3411
ispH,118258,127075,211698,149488,136658,93.1824,100656,90.5428,99.0375,951,125177
ispU,111618,116.76,212262,114.22,143.32,88.5837,83.2708,65.2855,70047,762,111707
isrC,52.0031,267578,40.5691,25.3857,261206,45.2494,43.1431,144961,41.0685,204,102352
istR,186155,483025,235175,267287,189679,290113,659191,943843,503837,140,417589
ivbL,1528.7,2127.35,4946.76,4184.8,4181.6,2539.66,8772.4,1290.68,2968.74,99,3615.63
ivy,42.0454,40.6537,42.5116,137097,126145,101024,57.2952,55.1325,44.1876,474,71788
katE,59.5052,57.1941,61.3239,954765,958997,508065,170754,74.9925,192418,2262,337557
katG,112802,105597,126955,176093,185618,119724,149309,103375,133889,2181,134818
kbaY,62.8172,71.7183,49.7326,43.4613,51.4717,57.2239,73.9882,93516,89458,861,65.9319
kbaZ,70.6562,70.6845,70.9267,51.5117,46.2649,70.1684,78.5207,92.8203,88.9254,1281,71.1643
kbl,211475,196832,223353,213807,220966,166765,196422,153311,189654,1197,196954
kch,58.6809,56.4398,57.6761,78.8646,80.2175,69.5628,63.0996,44.2994,46.8748,1254,61.7462
kdgK,140842,140959,143739,99.3345,86.7962,112.78,137358,143603,117838,930,124806
kdgR,154697,200253,337568,180765,169422,136074,147956,72.0018,97.4223,792,166.24
kdgT,48.4216,40.6224,50.8297,42.2729,47.1824,50.7745,77.7728,77.3014,67015,984,55.7992
kdpA,42.7859,43.4347,42.9905,39.1191,41.3915,45.8373,31.8459,44008,37.6165,1674,41.0033
kdpB,41.9584,44.3306,37.9323,32.5304,31.8422,41.2777,39.0264,46.1749,31.7872,2049,38.54
kdpC,49.2285,55.1328,48.0402,108163,97.5985,69.6746,60.7079,52.0381,66.5031,573,67454
kdpD,45.6314,49.5443,53.0029,61.2222,58.6205,50.6237,49.6057,47.0633,50.0253,2685,51.7044
kdpE,58.2464,84.2083,94.4687,90.4262,69.5146,61.6073,65.6473,46289,41.2561,678,67.9626
kdpF,24.5286,28.6541,33984,20.4178,15.6321,17.9489,22.3522,23.8843,22.5214,90,23.3248
kdsA,332786,346865,470515,248139,281.79,154388,94.1146,45.3981,81.5513,855,228394
kdsB,55.3289,57.2506,65.2704,52.5539,56.2663,45104,44.9962,45.4253,59.6954,747,53.5434
kdsC,138325,178.14,274156,259273,236653,159.75,186564,112272,173.26,567,190933
kdsD,175764,187108,279989,289425,250518,155134,144797,106437,147998,987,193019
kduD,79.5088,72.1052,67.5272,62.0425,76.1605,80.2553,79.2008,106955,99.6618,762,80.3797
kduI,89.2349,88.4099,93.7192,61.4728,82.7831,82.7139,100845,103132,104939,837,89.6944
kefB,57247,52.7149,59.7725,84.6372,77.9984,75.6462,88.2764,89.7956,80733,1806,74.0912
kefC,52.0064,52.9477,47707,68.5972,72.7801,61.0685,57.5453,70.0869,66.0049,1863,60.9715
kefF,56.8177,51669,52.8564,105707,107637,75.1856,73.5603,73.5034,85.2506,531,75.7985
kefG,63.4208,69.1828,64.8343,121303,95694,100833,125958,92.5124,118329,555,94674
kgtP,164138,193067,358584,863564,735396,471937,555773,138696,430248,1299,434.6
kilR,47.7866,52.9196,70.5073,30.8524,30.8946,44.1793,38.5123,52.9788,40.7821,222,45.4903
kptA,67.8404,67763,79422,55.9858,60.5217,95.4273,96.0541,116636,89.3553,555,81.0007
kup,67.6866,54.9241,66.5176,52.6458,58.5264,73.3432,75524,97.1199,77.5056,1869,69.3104
lacA,81.3612,102302,83.49,54.5929,63.2182,84277,67.7963,92.6268,73.7467,612,78.1568
lacI,124738,132753,225268,169831,171477,173452,219111,123486,215108,1083,172803
lacY,88.7548,91.9717,77.6189,50.0897,68.1569,83641,87.2967,101.21,73922,1254,80.2958
lacZ,92.4709,99.9863,113.8,60.1396,61.4229,90.9954,82.9758,86.0633,78.9679,3075,85.2024
lamB,401905,405452,725295,2453.12,2828.21,1195.42,2038.08,496784,1551.91,1341,1344.02
ldcA,59.5791,60.9877,83.1739,59.3362,56.6985,65.8267,29.3144,38.2931,48.4396,915,55.7388
ldcC,53.7923,39.4294,51.0683,148883,133005,93.1922,75.9553,57.4169,61.0034,2142,79305
ldhA,70.0552,79.0157,58.3361,125713,125.59,101283,54.5259,59.3074,51.7311,990,80.6175
ldrA,0,0,0,0,0,0,0,0,0,108,0
ldrB,34.0675,19.2354,11.6612,17.0148,22.7969,22.4362,11.6418,28718,22.5214,108,21.1215
ldrC,69.2706,64339,103285,46404,27.6819,40.5988,24.8358,65.1131,43.7917,108,53.9244
ldrD,97.6602,131331,96.6211,143852,127011,135685,214985,143306,203944,108,143822
ldtA,48.5051,41077,45.1234,49.0599,60.5054,63.5674,57.0485,52.8592,63.1469,933,53.4325
ldtB,162525,194916,292826,239608,223789,129418,75.9939,63.1839,84.0703,921,162926
ldtC,91.5684,83.1652,117141,54.8174,56.0639,48.7664,50.6581,46.1104,43.9203,963,65.8012
ldtD,76.7183,76.8682,97.6487,136862,154355,101712,61.9131,56.7141,72171,1848,92.7735
ldtE,53.6335,40.6289,29.5383,95.2459,73.6694,71.0686,54.0457,52.0361,63.1945,1005,59229
lepA,83.7039,80.8681,106.95,74.6176,71.9078,57.0519,59.7456,49.7817,51.6492,1800,70.6973
lepB,83.0199,97.4973,142456,80.5288,86578,64.9712,77545,50.0467,59.0408,975,82.4093
leuA,52.7006,54.9112,55.0504,46.3331,48.8877,50.4997,64.7319,69.7775,72.2061,1572,57.2331
leuB,55.0321,45.7232,35.5876,51.5543,43.4822,57059,48.8955,64.51,62.3671,1092,51579
leuC,50.5104,49035,52.5234,61.0506,55.4824,64.0759,61.0857,72.8145,62.9829,1401,58.8401
leuD,58.9941,69.5074,52.8464,72.2248,92.8642,95.9646,109548,72.6156,92.0926,606,79.6286
leuE,79.3629,94.6167,124167,60.3905,52.5658,66.0896,52.8635,54.0159,61.5375,639,71.7344
leuL,42.2907,31.2889,26.8839,46084,38.4065,72.9451,118505,57.1811,71.4473,87,56.1148
leuO,61.9055,53.2905,36.3638,37.4767,47.2686,44.0787,65.9923,71.9128,55.0524,945,52.5935
leuP,192423,241254,521133,345.63,280974,253319,219668,167308,181725,87,267048
leuQ,766872,844801,1575.81,1340.28,1148.15,831575,773657,604.99,860474,87,971845
leuS,213403,254314,417573,272539,265597,202852,142.33,89.9257,150.98,2583,223279
leuT,0,0,0,0,0,0,0,0,0,87,0
leuU,47.2246,53.5205,59.9717,59.5251,24.2568,50.3985,52.9902,51.5336,35.7237,87,48.3494
leuV,0,0,0,0,0,0,0,0,0,87,0
leuW,296508,338792,533395,450064,295861,190047,142988,88.5123,162154,85,277591
leuX,60.6001,83.4339,105832,53.0643,115862,101811,115377,78.3966,46.1027,85,84.4978
leuZ,26.0793,64.2246,66.1757,61.4453,78.8345,91513,44.3191,71.6528,55.9153,87,62.2399
lexA,72.9011,80.8101,64994,196954,129658,121449,158282,112597,130691,609,118704
lgt,136503,126.67,159171,121858,118245,113542,111665,111.44,126953,876,125117
lhgO,45.4717,42.2811,48.9131,613849,566111,405988,299483,115066,226705,1269,262652
lhr,42.6475,42.6366,36.3571,45807,45.2509,52.1823,41.0117,50.2694,48.4672,4617,44.9589
ligA,67.5571,67.9397,70.4132,56.5134,69.6119,60383,60.8699,67.7686,65.0843,2016,65.1268
ligB,101875,101.77,86.6971,82.2864,71.0552,102154,117.19,149181,130552,1683,104751
ligT,200825,260234,341873,190964,177517,130.38,153908,87.3251,113752,531,184087
lipA,114.01,109.9,150674,102723,97.3974,84.0908,74.5363,65.9308,75.5377,966,97.2
lipB,200393,243917,417.28,181886,161617,142525,121814,86.8157,106503,642,184.75
lit,151246,172678,290199,900.3,920027,560.28,734886,182224,290814,894,466961
livF,83.8233,76.2503,62.9955,50.7714,52.4629,75.9543,83.8208,118576,119042,714,80.4107
livG,85.2752,84.2272,48.2585,57.6425,51.7509,63.7027,95.6081,115556,95.8921,768,77.5459
livH,77.3961,80.6765,47.1622,51.1795,46.8585,58.2531,80.7465,110577,102039,927,72.7653
livJ,110756,109.01,101854,92.6062,89.0458,91.6608,133.02,131734,130233,1104,109991
livK,97.6725,93.3193,80.0703,79.6142,83.4946,103951,122937,129943,128798,1110,102.2
livM,80.2266,77.0162,64899,53.2012,56694,83.9663,75.6224,116.25,92.7291,1278,77.8449
lldD,183707,181163,288.68,95.2392,95.2399,97.5597,138716,138897,147042,1191,151805
lldP,149342,153176,262268,108646,90.4795,104168,128515,146662,152101,1656,143929
lldR,185227,207899,304721,99.5446,110677,114643,151892,155676,156346,777,165181
lnt,93078,103938,146948,117448,110271,81.1975,79.5726,64.1503,79.6372,1539,97.3601
loiP,95.5776,98.4393,86.2834,105427,102.18,93.9506,125345,108511,121598,759,104146
lolA,121741,122786,159925,223558,215229,161201,148604,75667,113932,612,149183
lolB,79.8949,83.8039,112447,132251,119777,88.2037,42985,44.9307,53.9215,624,84.2462
lolC,58.9709,59.6362,80512,44.4086,46.7499,41.6351,38.6973,42.0193,39.5251,1200,50.2394
lolD,59.3998,63.7777,44.5943,38.0751,38.8298,31.5586,40.2388,36.5701,36.9583,702,43.3336
lolE,54.5244,62.8318,77.4574,58.1,59468,46.0617,58.9102,45.0636,39.3989,1245,55.7574
lon,203572,196502,282898,274522,309905,185.01,218824,111124,186942,2355,218811
lpd,657711,684932,1177.97,1793.99,1592.26,691911,994262,248361,892892,1425,970476
lplA,54.3874,67.1976,64.5713,61.2697,52.5682,71478,64.2049,76.7558,73.7428,1017,65.1306
lplT,73.3393,82.1344,56.9581,60.8615,57.4422,83.1088,81.8552,88.7302,76505,1194,73.4372
lpoA,184145,198025,315757,278916,270742,168519,182908,117632,160934,2037,208.62
lpoB,132672,158.78,269032,391875,374185,217113,149494,60.4601,114502,642,207568
lpp,1934.6,1997.02,3158,6714.6,6923.16,3544.35,5742.61,1212.79,2023.51,237,3694.51
lptA,108027,103088,137355,184418,159158,116627,125881,92.4553,138277,558,129476
lptB,88.6037,91.2707,114987,115972,105372,78.1954,97.4446,80197,86.7355,726,95.4197
lptC,136696,153717,209901,252902,232345,160859,167351,102361,127621,576,171528
lptD,279762,308411,468467,484706,470607,265853,230.32,107916,200484,2355,312947
lptE,421665,414425,680.71,503746,506131,291439,223522,125366,272347,582,382.15
lptF,89.9494,90.5687,100334,118046,119158,116644,119374,108804,129606,1101,110276
lptG,106959,106626,122934,146693,150205,131048,143416,117333,141991,1083,129689
lpxA,70.8812,74.5405,112418,130213,84.6988,69.4656,85.7331,53.1266,64.5672,789,82.8494
lpxB,64.1501,60.2259,66.8614,66.2983,77.7525,54.5297,61.9355,55.1628,65.3886,1149,63.5894
lpxC,560912,664069,1076.35,1008.15,947.89,553802,679.88,280.69,537423,918,701019
lpxD,576159,681511,1134.03,962109,852397,531383,833878,218.55,507457,1026,699719
lpxH,95.3325,99.1795,94.5612,89.4191,109214,90.9682,75.2417,82.3562,79.4325,723,90.6339
lpxK,59.7683,65.7563,68.9037,47.8991,39.7337,52.3738,44.4157,44.5224,46412,987,52.1983
lpxL,87.8875,102.98,108223,87.0642,67404,76.4228,61.3412,46.7127,62.5025,921,77.8375
lpxM,84.7272,87.9962,108652,88.5113,87.9308,78.7046,61.7446,57.6256,71.1789,972,80.7857
lpxP,62.0539,67.3572,52.9392,50606,56.1382,59.8854,64.0715,65.2511,78.7884,921,61899
lpxT,88.0316,88.7914,98.5249,74.4024,71182,74.9847,79.9468,77287,71.7279,714,80.5421
lrhA,81.3049,91.8517,105573,62979,71.9178,67.7078,82.0355,62.4632,64.7581,939,76.7324
lrp,77.6739,63.0968,78145,115082,85.2662,73.1943,72.6447,51.7389,50.5026,495,74.1494
lspA,104.68,107091,137026,105295,108714,81.3529,112.1,75.1269,115474,495,105207
lsrA,50.0234,49.1559,30.2201,36.7607,34119,53.7116,51.3512,59.5574,53.4004,1536,46.4777
lsrB,46.6355,45.7961,37.6362,46.3768,50.8847,56.5087,54.4057,60.8464,58.6482,1023,50.8598
lsrC,45.7677,43.8582,39.34,32.3069,42.8972,44.4051,39.1816,54.0157,54104,1029,43.9863
lsrD,44154,45.2319,51.4561,34.1511,35.9516,49.9657,41.8682,62.0661,56.7459,993,46.8434
lsrF,49.9112,47.5932,31.2181,41.1915,45.5714,67.8354,41.2406,64.9222,52.7557,876,49.1377
lsrG,34.3485,58.8344,50.6977,33.8701,33.8428,40048,53.5762,55.5072,37.6131,291,44.2598
lsrK,53.1607,57.1552,50.9364,58.8308,52.7695,65.8417,47.0407,69.1661,63.8744,1593,57.6417
lsrR,52.3226,50.3098,44.6959,35.3721,48.4817,56.4835,54.7383,64.7,55.0996,954,51.3559
ltaE,92.0435,98.5162,114198,200565,182355,117459,92.8554,63.7459,85.7703,1002,116.39
luxS,169941,188.25,259064,476882,526562,296515,217512,99.2665,204788,516,270976
lysA,78.8975,69.8769,45.4417,58.9915,49.1521,67.24,77516,90.8364,100785,1263,70.9708
lysC,148807,138654,185779,177696,178858,97.2661,105925,78.4997,91387,1350,133652
lysP,61.9055,66.7133,69.6406,84.8909,75.6085,84.3809,73.2719,69.4594,63.8873,1470,72.1954
lysQ,0,0,0,0,0,0,0,0,0,76,0
lysR,73.8348,80.3599,62.0861,59.0758,64.8208,84.5671,81.3134,94.9137,87.6315,936,76.5115
lysS,178148,188337,280777,176739,161496,138.19,136.94,115915,138244,1518,168309
lysT,0,0,0,0,0,0,0,0,0,76,0
lysU,266009,279698,386379,633662,557358,342281,283434,164405,291889,1518,356124
lysV,18723.2,19782.6,31792.9,17098.9,18319.7,10167.6,5385.49,2740.72,6761.77,76,14530.3
lysW,0,0,0,0,0,0,0,0,0,76,0
lysY,0,0,0,0,0,0,0,0,0,76,0
lysZ,0,0,0,0,0,0,0,0,0,76,0
lyxK,108552,98.1932,66.9424,64.1658,64.2594,90721,94.8514,132741,123304,1497,93.7478
maa,376261,468613,959547,543532,496363,314803,206515,117938,206365,552,409993
macA,46.9802,58.0912,38369,51.0444,52.0021,44.7689,43.7881,41.6049,45164,1116,46.8681
macB,48.5974,52.0247,50.7311,44.1017,37.5749,42729,48.9923,46.7171,59.4788,1947,47883
maeA,109425,106398,135307,137441,126459,89.0198,82.8829,75.1251,95.4973,1698,106395
maeB,183588,207899,319192,334841,310612,208.15,247639,106334,198604,2280,235207
mak,71.9128,74.1569,62.9406,82.5164,88221,96.0915,75.0607,90.0643,84.8828,909,80.6497
malE,744251,883259,1968.64,4817.93,4741.03,2694.18,6703.06,1943.13,5227.92,1191,3302.6
malF,88.0728,79.61,96.7699,232362,233913,141675,244681,113849,164079,1545,155001
malG,101652,93.0212,104395,267924,261325,208239,353.44,150819,228703,891,196613
malI,43.3839,45.8075,45.6344,31.0081,40.3336,51.1331,41218,52.4041,43.7297,1029,43.8503
malK,190833,163297,247625,890657,1027.43,439108,742445,232156,594881,1116,503.16
malM,211929,203861,337365,1253.72,1325.93,625.54,573276,177382,344057,921,561452
malP,190343,188783,244321,749442,808934,429589,432129,196115,384896,2394,402728
malQ,126202,128497,177154,459019,489713,257446,309594,154.16,239861,2085,260183
malS,118748,113396,86.6356,93.6031,86935,120385,184604,160058,177577,2031,126882
malT,142041,156004,198465,344974,330731,233.33,209676,147913,196.95,2706,217787
malX,59.2043,62.5515,54.2117,52.4339,54867,63.7411,60.3005,58.5444,59.2937,1593,58.3498
